"No","Name","Date","Comment","Star"
"16529","Brenaita Watch","03-03-2019","dapatin logo free ongkir harus lapor setiap kali update produk. it is wasting my time.","1"
"16530","arika 4","03-03-2019","good aplication for seller","5"
"16531","A Google user","03-03-2019","dr dl selalu blanjaa di sopiiii...cs nya cepet nanggepinnya kalo ada msl..jd g worried😍","5"
"16532","Desi Afri Yanti","03-03-2019","utk fitur belanja udh nyaman dan aman. tp karna makin byk fitur quiz dsb, jd makin berat. semoga bisa dibikin lebih ringan lagi app shopee, jd belanja jg enak ga loading lama","4"
"16533","Dioni Marisa","03-03-2019","Aplikasi nya makin di update makin berat. Gambar pada ga muncul, padahal baru beli kuota. Ternyata pengguna yg lain banyak yg ngeluhin hal ini jg. Tolong di perbaiki hal ini","2"
"16534","diaz putra","03-03-2019","jos","5"
"16535","Monita Honandar","03-03-2019","lambat dan banyak bug.","1"
"16536","Carissa Gunawan","03-03-2019","sy mau transaksi dengan shop pay seharga +- 3jt. eh saya udh trlanjur tf ke shop pay 1jt mau tf lg gabisa krn katanya max 2jt. lalu sy verif ktp eh ditolak terus. sangat merepotkan! tolong spy bisa pembayaran via shop pay mix dengan tf atau gmn gt. sekarang 1jt saya nyangkut di shoppe 😑 tolong diba...Full Review","1"
"16537","Devi Wahyu Safitri","03-03-2019","good app","5"
"16538","Ajrina Ziezie","03-03-2019","❤️love it","5"
"16539","A Google user","03-03-2019","good","5"
"16540","A Google user","03-03-2019","very good n helpful","5"
"16541","A Google user","03-03-2019","good","5"
"16542","mila밀","03-03-2019","it's so good so far. I like the daily deals. good app","4"
"16543","tya love","03-03-2019","ilikeit","5"
"16544","calinehuang777","03-03-2019","👍","5"
"16545","Yanti Setiyono","03-03-2019","Thanks for the app. I like it.","5"
"16546","Calvin Kusnadi","03-03-2019","koin shopee saya sdh 50rb tp tbtb brubah jadi 19rb","2"
"16547","Hosea Hermawan","03-03-2019","Setiap saya mau checkout selalu muncul melanggar kebijakan tapi tidak dijelaskan kebijakan apa yang dimaksud, sudah login dengan akun/email berbeda tetap muncul. Sangat tidak nyaman","1"
"16548","A Google user","03-03-2019","difficult for register...","1"
"16549","A Google user","03-03-2019","sering diupdate tapi gak guna bukannya membaik malah tambah error 👎👎👎👎👎","1"
"16550","Izzudin Arafah Irawan","03-03-2019","good","5"
"16551","Wahyu Budiantoro","03-03-2019","Halaman depan & Profil toko'ku koq gak bisa dibuka abis update ya??? Tapi chat, notif, keranjang normal.....","4"
"16552","Ujang Deblo","03-03-2019","ini marketplace paling murah paling komplit, tapi user interfacenya kurang greget.. as a user, saya ngerasa kagok, walaupun sudah ok,kayaknya shopee mesti refresh tampilan deh, memang sih dgn tampilan bgini kinerja bs maksimal, tp kadang boring dgn user interfacenya yg gtu2 aja.","4"
"16553","Ariffhl","03-03-2019","kok di hp saya shoppe suka terhenti terhenti sendiri ya? ad apa ini? saya mau beli susah bgt masuk ke aplikasi","2"
"16554","ferdi pradana","03-03-2019","masak mau top up shopeepay via mandiri virtual account ga bisa? dibilang kode bilingnya kadaluarsa","1"
"16555","Icmi Kadarsih","03-03-2019","belanja gampang dan mudah dg shopee","5"
"16556","Ganela life's","03-03-2019","make simple and easy this app...","3"
"16557","A Google user","03-03-2019","good","5"
"16558","Siti Halimah","03-03-2019","Happy shopping with shopee","5"
"16559","A Google user","03-03-2019","good","5"
"16560","Fajar dwi payana","03-03-2019","app gajelas . masa nambah alamat baru gabisa"", udh pake 3 akun berbeda ,ttep aja gabisa ubah alamat. saya di kab.belitung, msa alamat yg keluar belitung timur. ngabisin kuota, waktu, untuk app gapenting dan gaguna ini.","1"
"16561","Agus Salim","03-03-2019","lemot aplikasinya","3"
"16562","Lea Kusumawati","03-03-2019","ini aplikasi kalo ga subsidi ongkir kayanya ga akan dipake deh.. sering banget masalah ini itu..","2"
"16563","A Google user","02-03-2019","setelah diupdate malah menu buat jualan lenyap.. ribetlah.. bukannya mempermudah malah menyusahkan.. gmna si team IT shopee.. harusnya review internal dlu baru update keluar","1"
"16564","ZALL RIZAL","02-03-2019","serba 10 rb","5"
"16565","A Google user","02-03-2019","Sejak update Shopee jadi semakin berat untuk dioperasikan. Sebelumnya Shopee juga berat dioperasikan. Masih mending aplikasi serupa seperti Tokopedia atau Bukalapak aplikasinya ringan untuk dioperasikan. Tolong donk Shopee, saya pengguna setia Shopee dan sangat sering belanja di Shopee akhir-akhir i...Full Review","2"
"16566","gusma hesta","02-03-2019","tidak bisa memasukkan pin shopee pay","1"
"16567","A Google user","02-03-2019","oke","4"
"16568","ardhi wicaksono santoso","02-03-2019","great apps","5"
"16569","Lei Dion Dio","02-03-2019","i hate the register procedure unique name already exist . .","1"
"16570","A Google user","02-03-2019","this perfect aplication❤","4"
"16571","Nurul Atika","02-03-2019","koin shopee saya kok berkurang ya, harusnya ada tampilan untuk ngecek history penggunaan koin","3"
"16572","Dessi Skd","02-03-2019","system sering error","4"
"16573","Devante Gregory","02-03-2019","good","5"
"16574","Giska WU","02-03-2019","good","5"
"16575","A Google user","02-03-2019","Pengguna baru kok dibekukan Saya cuma Punya 1 Akun.","1"
"16576","Nopfajar Jatmiko","02-03-2019","oke","5"
"16577","A Google user","02-03-2019","shope goblok ni coin gue kenape berkurang terus anjing kesel gue","2"
"16578","King Tee","02-03-2019","saya baru install tapi begitu mau checkout barang hadiah dari shopee kenapa ada notifikasi bahwa saya melanggar kebijakan shopee?","1"
"16579","Antony Wongso","02-03-2019","batas waktu pengiriman untuk penjual berhari2 meskipun memilih pengiriman kurir online sameday.. terus artinya sameday apa?! bayar lebih untuk kecepatan pengiriman,tp ya percuma aja,,waktu pengemasan ke penjual berhari2 baru cancel otomatis,,someday itu nama nya bkn sameday","1"
"16580","Aga Taufik","02-03-2019","good bussiness","5"
"16581","A Google user","02-03-2019","aplikasinya bagus dan sangat memuaskan","5"
"16582","anisa oktaviani","02-03-2019","tiap kali mau log in trus nunggu nomer verifikasi nya ga muncul2. padahal nomernya udah bener","3"
"16583","A Google user","02-03-2019","Syukaaa bosqueeee belanja online ga pake ribet","5"
"16584","hendar syah","02-03-2019","Mantuul","4"
"16585","Asri Mursawal","02-03-2019","merasa ditipu di event ""shopee gratis hadiah"" yg katanya 100% uang kembali. 100% uang kembali sih bener dalam bentuk koin shopee, tapi pas mau digunakan koin shopeenya hanya bisa digunakan 25% saja, tidak 100% seperti uang kembalinya. kami ikut event pakai uang asli 100% tapi kenapa saat sudah cashb...Full Review","1"
"16586","A Google user","02-03-2019","👍","5"
"16587","A Google user","02-03-2019","bravo","5"
"16588","A Google user","02-03-2019","free ongkir riau","5"
"16589","A Google user","02-03-2019","bgus","5"
"16590","Henrianto Leo","02-03-2019","shopeepay sms gak masuk2 udah coba 5x...","1"
"16591","Esty Srihartati","02-03-2019","good","5"
"16592","A Google user","02-03-2019","kk kok sy gbsa upload barang dagangan ku yah??? knp yah??? kok tiba2 bgni??","1"
"16593","Telstra Roenssel","02-03-2019","i kept getting BM offers or damaged goods. Dunno whether this app is just bad or i have a thing to find those. At least i never had this kind of experience on other online shop","1"
"16594","Satriawageansya Wage","02-03-2019","good","5"
"16595","A Google user","02-03-2019","susah banget nge download nya","2"
"16596","Riss3 Dv","02-03-2019","bodoh ini apps,sudah verifikasi KTP dan Bank,skrng mnt verifikasi lgi, dana penjualan butuh 1minggu baru masuk ke shopeepay,stop berjualan d sini..","1"
"16597","Sri Yana","02-03-2019","I ku higiene en el H Okky i ik G i Ode i og hi jihuhiheiiriji de e incluso H H e incluso H de igual ji","1"
"16598","A Google user","02-03-2019","pesanan dibatalkan oleh shopee, lalu dana pengembalian akan dikembalikan dlm bentuk shopee pay. tp hrs aktivasi! saya coba aktivasi tp gak bisa bisa ini bagaimana","2"
"16599","Nur Jihad Putri Dwianri","02-03-2019","Mau masuk ke keranjang loadingnya lama sekali sampai gak bisa checkout","1"
"16600","ruliati rachman","02-03-2019","jangan mau belanja di Shopee, barang tidak ada, uangnya tidak.segera dikembalikan, saya email minta uang segera dikembalikan,.mereka minta transaksi rekening customer, apa tidak salah....ini online shop tidak profesional, jadi berhati2 lah..","1"
"16601","F Nurisnaeni","02-03-2019","bad","2"
"16602","Rohmatz Alfathir","02-03-2019","good appp","4"
"16603","Germanikus Agustinus","02-03-2019","C cv cy","5"
"16604","AHP EXHAUST","02-03-2019","best apk","5"
"16605","sofian tjhin","02-03-2019","Shopee apa aja ada jual dan harga termurah pastinya.... 👍👍👍👍👍","5"
"16606","Tere Santa","02-03-2019","Selalu puas pake Shopee.. bayar tagihan juga sekarang milih di Shopee aja lebih murah heheee","5"
"16607","A Google user","02-03-2019","np bru aj didowlod ko eror trs she","5"
"16608","noey ardiyani","02-03-2019","Sinyal 4g. Tapi terhubuungg mulu, gk kluar2 gambarnya. Aplikasi yg lain gampang banget dibuka","4"
"16609","Sembilan Benua","02-03-2019","good app, easy button, friendly price, thumbs up..........","5"
"16610","Mei Better","02-03-2019","my fav e commerce :)","5"
"16611","A Google user","02-03-2019","Praktis dan murah berbelanja","5"
"16612","Andre Muslim","02-03-2019","Don't ever install this app. The server is really bad and they never think about it. they only care about the content.","2"
"16613","Lilis Oppo","02-03-2019","shoope in csgo its perfect ;)","4"
"16614","anang suryadi","02-03-2019","i love how cheap it is... hehe...","4"
"16615","sandy Wijaya","02-03-2019","kirim pakai JNE pakai metode JOB keluar angka 0 di kode JoB nya, trus masukin resi manual ada warning server error, barang sudah dikirim tapi ga bisa masukin resi, trus klo sudah kelewat nanti auto cancel, trus pembeli dapet barang gratis gitu?? enak banget ya","1"
"16616","aan marliyana","02-03-2019","👍 hanya saja ongkirnya mahal","4"
"16617","Kaffa Billah","02-03-2019","banyak bug macet lag lah. saat melihat detail barang","3"
"16618","FAIZ X7","02-03-2019","nice","5"
"16619","Honda Nasional","02-03-2019","Judulnya konsumen baru dapat barang gratis,giliran di checkout malah di bilang melanggar kebijakan shopee.akhirnya saya uninstall.","1"
"16620","Stephanie Ai","02-03-2019","UX nya untuk Toko Saya cukup merepotkan bagi seller, sesudah update produk harus balik lagi ke tampilan buyer, jujur lebih suka tampilan sebelumnya Lalu saat tampilan foto diedit dari shopee, fotonya jadi abu abu atau tidak ke load semoga UX nya bisa segera diperbaiki, terima kasih :)","5"
"16621","Abdul LM","01-03-2019","Cool","5"
"16622","cloudy woon","01-03-2019","alhamdulillah selalu berhasil jika berbelanja di shopee, terus tingkat kan lagi ya kualitasnya.","5"
"16623","A Google user","01-03-2019","Tadinya sy adlh pecinta shopee,yg selalu banggain shopee...tapi setelah akun saya dibatasi dan tidak ada solusi,sy kecewa n nyesel banget ud vote,tao gt sy vote toped aja...dimana akun yg dibatasi itu bermslh dgn pembelian,tapi toko saya juga ikt2an dibatasin,cuma harapain online bt makan,skrg makan...Full Review","1"
"16624","A Google user","01-03-2019","good application","5"
"16625","Nadya Pohan","01-03-2019","good","5"
"16626","A Google user","01-03-2019","good","5"
"16627","Dragon Heart","01-03-2019","Iklannya aja bilang semua pasti ada di shopee, toh yang aku cari gak ada.","1"
"16628","A Google user","01-03-2019","saya bisa beli online di aplikasi ini terimakasih shoppe","5"
"16629","Fandji Purnama","01-03-2019","baru smlm update skrg udah update lg. knpa ga sekalian updatenya.","3"
"16630","A Google user","01-03-2019","Shopee is the best online shopping App. I like it👍👍👍","5"
"16631","A Google user","01-03-2019","there is a bug, when uploading item always become ""grosir"" even has already put 1 in stock column. please fix it","2"
"16632","Yosephine Damayanti","01-03-2019","good","5"
"16633","jamaluddin mahfudz","01-03-2019","good","5"
"16634","A Google user","01-03-2019","Mantap kali","3"
"16635","Karina Gusriandari","01-03-2019","good apps","5"
"16636","Mendritfa Fadly","01-03-2019","great","5"
"16637","Witri Hartanti","01-03-2019","Terima kasih 😍","5"
"16638","A Google user","01-03-2019","update an error","4"
"16639","Arif Setiawan","01-03-2019","banyak bug, masa milih opsi jalur ekspedisi gk bisa","1"
"16640","Oktavianti Putri","01-03-2019","bagus kok ini.. tapi shoppe kalo bisa lebih banyakin lagi barang2nya yang dicari sama org","5"
"16641","A Google user","01-03-2019","good","5"
"16642","A Google user","01-03-2019","ko di hp saya gak bisa transaksi pembayaran listrik dan bpjs ya?","4"
"16643","Lisna Lumongga","01-03-2019","nice and very good and has positive impact fir mylife","5"
"16644","Daniel Saliman","01-03-2019","it's very fast.","5"
"16645","RIZAL PRASETYA","01-03-2019","ak benci rebutan waktu flash sale","5"
"16646","Mirda Vivo","01-03-2019","sangat baik","5"
"16647","Hyuuchi Hikaru","01-03-2019","Lelet banget","3"
"16648","A Google user","01-03-2019","tak kasih 2 dulu kalo bagus tak tambahin","2"
"16649","Reizha Rachma Diary","01-03-2019","Makin hari makin lelet.. biasanya gue jual barang siang diterima pembeli dana penjual langsung masuk, lgsg gue tarik ke rekening proses ga sampe tunggu besoknya udah langsung cair.. lhaa ini boro2 masuk rekening, masuk ke saldo penjualan aja udah 6 jam ga masuk2!!! belom lagi gue harus nunggu proses...Full Review","1"
"16650","Mila Rosita Andriani","01-03-2019","benerin server lah, masa sinyal aku bagus foto foto gamau loading, notif gamau loading, home aja kosong cuma keliatan tulisan doang -_-","2"
"16651","Lanang Laghawa","01-03-2019","good","5"
"16652","A Google user","01-03-2019","Recimended App E-Commerce","5"
"16653","Enji Enkatsu","01-03-2019","selama pembayaran tidak bisa dicampur amtara shopee pay dgn transfer, aplikasi ini benar-benar merepotkan. verif data untuk penarikan uang seharusnya cukup sekali, ini perlu berkali-kali. pernah juga tarif ongkir belum diupdate, seller jadi rugi dan pihak shopee tidak kunjung menggantinya. sebel ban...Full Review","1"
"16654","Anindya","01-03-2019","Kenapa alamat nya selalu tidak sah trs sih?","2"
"16655","Novan Channel","01-03-2019","aplikasibya sangat nenbantu","5"
"16656","Lydia","01-03-2019","nice","5"
"16657","Rifdah Hasnadena","01-03-2019","sejak kenal shopee jd selalu belanja online disini, gak pernah lagi di app yg lain. mantap dahhhh","5"
"16658","A Google user","01-03-2019","aplikasinya sangat bagusss","5"
"16659","One Thing","01-03-2019","status penjual online, tapi chat untuk nanya ketersediaan stock gak di balas. Masalahnya dimana ya?, aplikasi atau penjual?","3"
"16660","Erry Maruli T","01-03-2019","selalu ada bug dan lag","5"
"16661","A Google user","01-03-2019","sblmnya sy login lngsung via google, krn ada pilihannya.. sdh sering transaksi, tp diupdate baru ini login via googlenya lenyap.. dan sy ga bs login lg.. smntara msh ada transaksi sy yg blm selesai (dlm status brg msh dikirim) gmn donk?? misal paketnya tertahan dan ga nyampe ke sy?.. sy ga bs tracki...Full Review","1"
"16662","fredy marojaya","01-03-2019","Good app","5"
"16663","Maulil Fatma","01-03-2019","good application","5"
"16664","Ritha Botha","01-03-2019","Belanja di shopee lebih murah dan lengkap","5"
"16665","amanda tasya","01-03-2019","nge lag sih skrng","3"
"16666","Andi Rahman","01-03-2019","Nice","5"
"16667","R A","01-03-2019","pertahankan shopee","4"
"16668","A Google user","01-03-2019","kenapa coin reward shopee saya kmrn ilang tp blm begitu saja.. skrg koin reward 29.000 blm ada di akun saya.. saya mendptkan nya dr beli sesuatu di shopee.. mana reward koin shopee saya...ty","3"
"16669","A Google user","01-03-2019","ya oke","5"
"16670","Juan Andre","01-03-2019","Nice apps..many items sell here very interesting with many choice..Good service and many good promotion too..Nice..","5"
"16671","zahra fadhila","01-03-2019","Very usefull.. Great!!","5"
"16672","Sonny Karim","01-03-2019","👌","5"
"16673","A Google user","01-03-2019","nice","5"
"16674","Mr Sewa","01-03-2019","Shopee , pemesanan saya dibatalkan oleh shopee karena keterlambatan trasnfer dari saya . Tapi kemarin Kamis barang nyampe ke rumah saya. Bagaimana cara pembayarannya ? mohon info.","5"
"16675","foyou kumarang","01-03-2019","pertama kali memakai shopee","5"
"16676","Ferzi SamalY","01-03-2019","dibanding kompetitornya yang berwarna hijau , shopee kalah jauh terkait meng-handle konektivitas , baru buka nunggu lama lalu hanya tampilan putih saja yang keluar","2"
"16677","A Google user","01-03-2019","Hardly login about password, make annoying me.. it's better other online!","1"
"16678","Shendy Tanuharja","01-03-2019","plg murah plg komplitttt","5"
"16679","Herman Suherman","01-03-2019","mantep keren...","5"
"16680","Goes Trie","01-03-2019","mngecewakan ktika sya mndapat masalah verifikasi pmbayaran. tidak ada pnyelesaian masalah hanya jawaban2 cs yang terus menerus. pmbayaran saya akhirnya sia2 saya prjuangkan meski bukti dan data yg diminta sudah sya brikan. skarang sya tdk mnjadikan shopee sbg prioritas blanja online. dua kali sya da...Full Review","3"
"16681","Rachmawati Megasari","01-03-2019","tidak bisa menambahkan alamat baru dengan alasan alamat tidak sah, mencoba install ulang malah tidak bisa buka aplikasi 😥","1"
"16682","Munggari Putri","01-03-2019","excellent 👍","4"
"16683","Aufa Hanifah","01-03-2019","Hanif","5"
"16684","James Ezraeli","01-03-2019","great app.....","5"
"16685","Abi Ibrahim","01-03-2019","saya tidak bisa mengubah nomor hp.","3"
"16686","A Google user","01-03-2019","ga bisa belanja, kurang 1 menit buka app, sudah frezzing atau force close sendiri","1"
"16687","Linggar Cindardewi","01-03-2019","kenapa selalu muncul peringatan ""masalah dengan layanan""? mengganggu sekali","2"
"16688","Amin Kiagus","01-03-2019","shopee means shoping","4"
"16689","A Google user","01-03-2019","Awesome! selalu di update biar makin up to date :)","5"
"16690","A Google user","01-03-2019","Customer service is crazy, not helpfull","1"
"16691","Rian Saputra","01-03-2019","Weird","2"
"16692","muliya rahmayanti","01-03-2019","ok","5"
"16693","C4-Link C4-Link","01-03-2019","Saya kira cuma saya yang alami, ternyata memang banyak keluhan, diantaranya : 1. Makin berat banget. laggy, frozen, dll 2. Ribetnya pencairan dana 3. Akun yang tiba-tiba disebut melanggar aturan, saat tanya ke CS susah bener dapet jawaban jelas Tidak lagi seperti dulu deh. Saya jualan juga susah ben...Full Review","1"
"16694","Ketut Yasa","28-02-2019","top","5"
"16695","A Google user","28-02-2019","Registrasi free ongkir saja dipersulit. Akan saya ganti bintang lima kalo masalah registrasi saya sudah di follow up.","1"
"16696","Chandra Yang","28-02-2019","dulu kalau tarik shopee pay ga ad biaya, skrg masa jd ada biaya. payah ah","4"
"16697","Bambang Setio Utomo","28-02-2019","Bagus....","4"
"16698","wiryadi utama","28-02-2019","notifikasi datang sangat terlambat, email notifikasi juga datang terlambat","2"
"16699","Fryda Kusumawardhani","28-02-2019","ada yg lbh lengkap dr toko sebelah eui..","5"
"16700","alex fian piero","28-02-2019","mbaknya llllllllll","4"
"16701","Kelvin Lianardo","28-02-2019","VERIVIKASI AKUN SUSAH.. FOTO UDH JELAS TAPI VERIVIKASI GAGAL.. KESAL BANGET","2"
"16702","fani camelia","28-02-2019","ga.bisa pindah kelain.hati","5"
"16703","kantor jkt","28-02-2019","dari pada update mending batal belanja","1"
"16704","Fransisca Moerland","28-02-2019","the aplication is good","5"
"16705","Wenny Adistyaningrum","28-02-2019","habis update kok jadi white screen,,,, beranda gak muncul nih,,,","1"
"16706","Tissa Susanto","28-02-2019","Bagus banget, murah murah,banyak pilihannya","5"
"16707","Sadi Mam","28-02-2019","gavbisa verifikasiiii","1"
"16708","Clara Diva Zahara","28-02-2019","awesome","5"
"16709","A Google user","28-02-2019","ribet.. kurang praktis... terlalu muter2 dan bertele2..","3"
"16710","cepot pakpak","28-02-2019","kacau respon dari shopeenya","1"
"16711","rika rahayu","28-02-2019","good","4"
"16712","A Google user","28-02-2019","update kok gak bisa","1"
"16713","melli yanti","28-02-2019","Best onlineshopping aps 👍","5"
"16714","Amarullah Pamuji","28-02-2019","much more slower than the other shopping app, not fluid","1"
"16715","A Google user","28-02-2019","i love shopee","5"
"16716","Afrida Niar","28-02-2019","Saya tidak bisa meng-klik shoppe pay untuk proses pembayaran. HELP","1"
"16717","Galuh Sastraatmadja","28-02-2019","bagus sh app nya..tp bener2 loading bangeett. kalau pake tokped atw buka**pak biasa aj ga lama ampe ngelek please perbaikin","2"
"16718","Risky Rahmawan","28-02-2019","Update biar bisa copy no resi dong","4"
"16719","lilo legowo","28-02-2019","ok","5"
"16720","miya miyu","28-02-2019","Bukan gratis ongkir ini tuh.. yg bner subsidi ongkir😅😅 tolong dong ditambah voucher gratis ongkirnya. dulu aja nggak pakai voucher2 segala lngsung otomatis subsidi ongkir tanpa batas brapa kali checkout per bulannya. sekarang pakai voucher cuma 2x tiap bulannya, ada tambahan 2lgi tapi maksa harus ...Full Review","5"
"16721","Rosie Bae","28-02-2019","good","5"
"16722","Cecilia Alvina","28-02-2019","👍👍👍","5"
"16723","Nouval Akbar","28-02-2019","oke so good","5"
"16724","Trickster YT","28-02-2019","good application thanks","5"
"16725","Arie Yuniar","28-02-2019","good aplikasi","5"
"16726","A Google user","28-02-2019","langsung ilfeel begitu dapet notif ""bro lengkapin profile lo, biar lo dapet surprise"" saya bukan temen situ, mw asik tapi ga gitu juga kali, ngelupain manner target costumer kan ga cuma anak muda.. udah berat banget aplikasinya, seller pengiriman pake gosend ga gercep kaya toped atau bukalapak yg di...Full Review","1"
"16727","A Google user","28-02-2019","👍","5"
"16728","Tanty Manurung","28-02-2019","good","5"
"16729","JUNITA LO","28-02-2019","saya senang belanja di shopee namun penggunaan koin shopee nya tidak maksimal alangkah baiknya seperti tokopedia dan ovo. dan Verifikasi shopee paynya ribet banget masa ga bisa pake Paspor. Jakarta kan banyak warga luar yang ga punya KTP/KITAS dan kadang hanya ada KTP sementara karna dukcapil ga ada...Full Review","5"
"16730","bayu nur aqsha","28-02-2019","online shop paling ribet se indonesia,verifikasi shopeepay ribet,foto ktp harus jelas,padahal emg burem ktp saya,saya pake ektp hasil korupsi emg,dah ngelupas semua,pake surat keterangan kelurahan gak bisa,tmbah akun bank ribet,gak ada opsi edit akun bank,mau hapus akun bank ribet lagi,padahal gak t...Full Review","3"
"16731","A Google user","28-02-2019","kagok aja sih..coz baru tampilanya","2"
"16732","Aji Purnomo","28-02-2019","sangat mudah dan sederhana dalam berbelanja","4"
"16733","Rizqi Kqkq","28-02-2019","cannot login, because 2 factor authentication, the sms verification never delivered to my number. is any one can help me solve this problem? edited: i already clean the chace and no i dont use app cloning. it is very unfortunate for some reaon maybe my account phone number is changing or something. ...Full Review","3"
"16734","Deddy Manaloe","28-02-2019","Saya pernah belanja dan uang sudah ditransfer. Ternyata pembelian dicancel sepihak oleh penjual hanya karena saya gak kirim foto bukti transfer. Lalu saya complain dan pihak shopee berjanji akan mengembalikan uang. Sampai saat ini uang saya masih belum dikembalikan juga. Very dissapointed.","1"
"16735","A Google user","28-02-2019","mau pengembalian dana aja dipersulit, dari desember sampai akhir feb ini blm juga dikembalikan. sudah coba hubungi cs bbrp orang jawabannya sama, sudah ikuti prosedur tetep gagal juga. bikin shopeepay dan ganti nomor rekening tidak pernah diberi verifikasi kode. menyebalkan","1"
"16736","Dony Fitra","28-02-2019","CS Shopee seperti cuma bisa ngasih informasi ato suruh tunggu agar masalah selesai dgn sendirinya, tidak ada skill ato tindakan buat langsung membantu menyelesaikan masalah","1"
"16737","Don Fly","28-02-2019","Customer care nya sumpah buruk banget, masalah belum selesai sudah main tutup chat, jadinya minta kirim data buat verifikasi berulang kali dgn cs berbeda. CUMA BUAT GANTI NO HP DOANK","1"
"16738","Yahya Blora","28-02-2019","Promonya bikin tak tertarik ke market lain.","5"
"16739","Davy Go","28-02-2019","seller2nya kek amatiran.. respon lambat, kualitas produk tdk sesuai foto, harga kemahalan, jauh lebih bagus BL sama Toped","1"
"16740","Sapta Atma Negara","28-02-2019","sip","5"
"16741","Steven Milawijaya","28-02-2019","Tolong dong lagu iklan shopee diganti, annyoing banget didengerin, apalagi ngeboom iklan di youtube dan ga bisa di skip. Terimakasih","1"
"16742","Puteri Widyanata","28-02-2019","mudah cepat aman belanja online dalam 1 klik","5"
"16743","Deasy Destari","28-02-2019","make me izzy looking something","5"
"16744","A Google user","28-02-2019","good","5"
"16745","A Google user","28-02-2019","good","5"
"16746","Yan Syahrul Fajri","28-02-2019","good","5"
"16747","Hasdiana Datta","28-02-2019","good apps","5"
"16748","A Google user","28-02-2019","susah bgt dan ribet bgt kata ya kalau sudah membatal kan itu akan di kembalikan dana nya 2x24 ternyata smpe skrng gak di proses pake alasan kirim ke shope pay pdhal di notif kalau gak di aktifin bakal di tranfers balik tapi sampe sekarang gak ada di trf jelek bgt pelayana ya dan gonta ganti trus cs ...Full Review","1"
"16749","The Baby Alien","28-02-2019","Penipu beli pulsa 2 kali uang dah tranfer nggk masuk,JANGAN DOWNLOAD APLIKASI INI","1"
"16750","Knitting Corner","28-02-2019","good","5"
"16751","rizky amalia","28-02-2019","ok","5"
"16752","A Google user","28-02-2019","Ongkir kemahalan","4"
"16753","Dewi Pratiwi Rohmah","28-02-2019","sangat nyaman untuk berbelanja dan berjualan","5"
"16754","Akahito Hamamoto","28-02-2019","👍","5"
"16755","Noury Gagarin","28-02-2019","cukup puas tapi susah banget mau aktifin shopeepay. sms otp gak masuk2.","4"
"16756","Muhammad Adjid Muhammad Adjid","28-02-2019","Good","5"
"16757","Bima Gautama","28-02-2019","Nice shopping shopee","5"
"16758","Fadiah Diniyah","28-02-2019","sering lag dan eror","3"
"16759","Patricia W","28-02-2019","penipu kok dijadiin penjual (shopee mall)","1"
"16760","didi presto","28-02-2019","pembayaran dg KK / CC sekarang kena cas 1,5%, free ongkir jg terbatas (ada syarat² tertentu), koin shopee hanya bisa dpakai 25% dari nilai transaksi, :(","1"
"16761","Johan Andrean","28-02-2019","best apps for shopping.. ty","5"
"16762","yudha kek mana","28-02-2019","keren","5"
"16763","Ariv Keren","28-02-2019","good online shop","5"
"16764","A Google user","28-02-2019","ok","5"
"16765","Astri Rohayati","28-02-2019","ok","5"
"16766","Alex Oen","27-02-2019","ok","5"
"16767","iwan s","27-02-2019","good menu and informative","5"
"16768","kyu shin","27-02-2019","Good","5"
"16769","Masita Zaalifa","27-02-2019","so far so good 👌👍","4"
"16770","A Google user","27-02-2019","paling fav betul shopee ini the bestt pokonya luv❤️","5"
"16771","Nadiyah Hasnada","27-02-2019","Sejauh ini utk UI nya saya gaada masalah, walaupun bisa ditingkatkan. Tapi experience nya, terutama soal login atau daftar itu bikin capek :') Saya mau daftar/login sulitnya minta ampun di bagian kode verifikasi via sms. Entah ini masalahnya hanya di saya atau yg lain juga mengalami, tp saya coba vi...Full Review","3"
"16772","Renilda Diaz","27-02-2019","tidak bisa buat pesanan ketika sedang banyak promo, mengecewakan","2"
"16773","A Google user","27-02-2019","sekarang ko aku gak di kasih gratis ongkir?akun yang lain masih di kasih😭😭😭","5"
"16774","A Google user","27-02-2019","Suka sekali belanja di shopee tapi sering kali ""lag"" jadi agak males lama2 cuci mata buat cari barang2 yg lain. Mohon lebih ditingkatkan servicenya yaa, supaya bisa makin betah belanja di shopee. Sukses selalu shopee","4"
"16775","lala nurlaela","27-02-2019","tampilannya lebih menarik","5"
"16776","Aziz Abdul","27-02-2019","Beli pulsa, gak ada problem, gak ada notif, dan gak ada di proses transaksi, ternyata pesanan gagal, tanpa sebab yg jelas, tiba-tiba dana udah masuk shopeepay, dulu bisa tarik tanpa verifikasi ktp, sekarang harus dan ribet karena harus nunggu dan blablabla, belom kalau gagal, intinya kalian mempersu...Full Review","1"
"16777","Seun Gignar","27-02-2019","ribet ngurus slisih ongkir! Ksalahan Shopee jgn diserahin ke seller dong. Urus sendiri! Shopee kalah cepet sama BL dan Tokopedia","1"
"16778","Nadya Sari","27-02-2019","lebih dr 7x , ga dapat kode verifif by sms.. padahal login komp perlu itu, dan utk aktifkan shoppe pay juga perlu itu.. bukannya di permudah kok di persulit 😅😅","1"
"16779","A Google user","27-02-2019","SHOPEE MANTUL !!!","5"
"16780","A Google user","27-02-2019","Best place to shopping","5"
"16781","A Google user","27-02-2019","good","5"
"16782","A Google user","27-02-2019","good online shop","5"
